operator,tuple_size
source,456
source,456
source,456
source,456
source,456
source,456
source,456
source,456
source,456
source,456
source,456
source,456
source,10512
source,10552
source,10864
source,10872
source,10904
source,10936
source,10960
source,11008
source,11032
source,11064
source,11080
source,11088
source,11088
source,11104
source,11152
source,11168
source,11168
source,11176
source,11184
source,11184
source,11192
source,11208
source,11240
source,11248
source,11288
source,11304
source,11344
source,11384
source,11408
source,11440
source,11472
source,11480
source,11512
source,11520
source,11712
source,11736
source,11760
source,11800
source,11816
source,11832
source,11920
source,11920
source,11928
source,11928
source,11944
source,11952
source,12000
source,12064
source,12120
source,12184
source,12184
source,12208
source,12224
source,12240
source,12240
source,12264
source,12304
source,12320
source,12344
source,12368
source,12384
source,12392
source,12408
source,12448
source,12456
source,12544
source,12560
source,12568
source,12568
source,12568
source,12576
source,12576
source,12584
source,12608
source,12624
source,12696
source,12768
source,12800
source,12816
source,12832
source,12848
source,12880
source,12936
source,13000
source,13016
source,13040
source,13080
source,13128
source,13160
source,13208
source,13224
source,13224
source,13256
source,13256
source,13328
source,13368
source,13392
source,13392
source,13392
source,13400
source,13400
source,13408
source,13416
source,13424
source,13432
source,13440
source,13440
source,13440
source,13448
source,13448
source,13464
source,13464
source,13464
source,13472
source,13472
source,13480
source,13488
source,13488
source,13496
source,13496
source,13504
source,13512
source,13512
source,13512
source,13520
source,13520
source,13520
source,13520
source,13528
source,13536
source,13536
source,13536
source,13536
source,13544
source,13544
source,13552
source,13552
source,13560
source,13560
source,13560
source,13560
source,13568
source,13568
source,13576
source,13576
source,13576
source,13576
source,13576
source,13576
source,13576
source,13584
source,13584
source,13584
source,13584
source,13584
source,13584
source,13592
source,13592
source,13592
source,13600
source,13600
source,13600
source,13600
source,13600
source,13600
source,13600
source,13608
source,13608
source,13608
source,13608
source,13608
source,13608
source,13616
source,13616
source,13616
source,13616
source,13624
source,13624
source,13624
source,13624
source,13632
source,13632
source,13632
source,13632
source,13640
source,13648
source,13648
source,13648
source,13648
source,13648
source,13648
source,13648
source,13656
source,13656
source,13656
source,13656
source,13656
source,13664
source,13664
source,13664
source,13672
source,13672
source,13672
source,13672
source,13680
source,13680
source,13680
source,13680
source,13688
source,13688
source,13696
source,13696
source,13696
source,13696
source,13696
source,13696
source,13696
source,13704
source,13704
source,13704
source,13704
source,13704
source,13704
source,13704
source,13704
source,13712
source,13712
source,13712
source,13712
source,13712
source,13712
source,13720
source,13720
source,13720
source,13720
source,13720
source,13720
source,13720
source,13720
source,13720
source,13720
source,13736
source,13736
source,13736
source,13736
source,13736
source,13736
source,13736
source,13744
source,13744
source,13744
source,13744
source,13744
source,13744
source,13752
source,13752
source,13752
source,13752
source,13752
source,13752
source,13760
source,13760
source,13760
source,13760
source,13760
source,13760
source,13760
source,13760
source,13768
source,13768
source,13776
source,13776
source,13776
source,13784
source,13784
source,13784
source,13784
source,13784
source,13784
source,13784
source,13784
source,13784
source,13784
source,13792
source,13792
source,13792
source,13792
source,13792
source,13792
source,13792
source,13800
source,13800
source,13800
source,13800
source,13808
source,13808
source,13808
source,13808
source,13808
source,13808
source,13808
source,13808
source,13808
source,13816
source,13816
source,13816
source,13816
source,13824
source,13824
source,13824
source,13824
source,13824
source,13832
source,13832
source,13832
source,13832
source,13832
source,13832
source,13840
source,13840
source,13840
source,13840
source,13840
source,13840
source,13840
source,13840
source,13848
source,13848
source,13848
source,13848
source,13848
source,13848
source,13856
source,13856
source,13856
source,13856
source,13856
source,13856
source,13856
source,13864
source,13864
source,13864
source,13864
source,13864
source,13872
source,13872
source,13872
source,13872
source,13872
source,13872
source,13872
source,13872
source,13880
source,13880
source,13880
source,13880
source,13880
source,13888
source,13888
source,13888
source,13888
source,13888
source,13888
source,13888
source,13896
source,13896
source,13896
source,13896
source,13896
source,13904
source,13904
source,13912
source,13912
source,13912
source,13912
source,13912
source,13920
source,13920
source,13920
source,13920
source,13928
source,13928
source,13928
source,13928
source,13928
source,13928
source,13928
source,13928
source,13928
source,13936
source,13936
source,13936
source,13936
source,13944
source,13944
source,13944
source,13952
source,13952
source,13952
source,13960
source,13960
source,13960
source,13960
source,13968
source,13968
source,13968
source,13968
source,13968
source,13976
source,13976
source,13976
source,13984
source,13984
source,13984
source,13984
source,13984
source,13984
source,13984
source,13992
source,13992
source,13992
source,13992
source,13992
source,14000
source,14000
source,14000
source,14000
source,14000
source,14000
source,14000
source,14008
source,14008
source,14008
source,14008
source,14008
source,14016
source,14016
source,14024
source,14024
source,14024
source,14024
source,14024
source,14032
source,14032
source,14032
source,14032
source,14032
source,14040
source,14040
source,14040
source,14048
source,14048
source,14048
source,14056
source,14056
source,14056
source,14056
source,14064
source,14064
source,14064
source,14072
source,14072
source,14072
source,14072
source,14080
source,14080
source,14080
source,14080
source,14080
source,14088
source,14088
source,14096
source,14104
source,14104
source,14104
source,14112
source,14112
source,14120
source,14128
source,14136
source,14136
source,14136
source,14144
source,14144
source,14144
source,14152
source,14168
source,14168
source,14168
source,14168
source,14168
source,14176
source,14176
source,14184
source,14184
source,14192
source,14192
source,14192
source,14192
source,14208
source,14208
source,14224
source,14232
source,14240
source,14240
source,14256
source,14264
source,14264
source,14264
source,14264
source,14264
source,14280
source,14280
source,14280
source,14280
source,14288
source,14296
source,14296
source,14312
source,14312
source,14320
source,14328
source,14336
source,14336
source,14360
source,14360
source,14368
source,14368
source,14376
source,14376
source,14408
source,14416
source,14416
source,14440
source,14440
source,14440
source,14448
source,14448
source,14456
source,14472
source,14480
source,14488
source,14520
source,14520
source,14536
source,14536
source,14544
source,14544
source,14560
source,14560
source,14560
source,14568
source,14568
source,14576
source,14576
source,14592
source,14600
source,14600
source,14608
source,14608
source,14616
source,14616
source,14624
source,14640
source,14640
source,14648
source,14648
source,14656
source,14656
source,14664
source,14664
source,14672
source,14672
source,14672
source,14680
source,14680
source,14688
source,14688
source,14696
source,14696
source,14704
source,14704
source,14704
source,14704
source,14712
source,14720
source,14720
source,14720
source,14720
source,14720
source,14720
source,14728
source,14728
source,14728
source,14728
source,14736
source,14736
source,14736
