t,value
1407240184,{total=0}
1407240186,{total=0}
1407240188,{total=0}
1407240190,{1407240188=2915; 1407240189=12991; total=15906}
1407240192,{1407240191=9926; 1407240190=14308; total=24234}
1407240194,{1407240193=12494; 1407240192=9755; total=22249}
1407240196,{1407240195=10928; 1407240194=13754; total=24682}
1407240198,{1407240197=13623; 1407240196=8139; total=21762}
1407240200,{1407240199=12651; 1407240198=13646; total=26297}
1407240202,{1407240200=10570; total=10570}
1407240204,{1407240201=10789; 1407240202=5365; 1407240203=13172; total=29326}
1407240206,{1407240205=10147; 1407240204=11634; total=21781}
1407240208,{1407240206=7570; 1407240207=4930; total=12500}
1407240210,{1407240209=10435; 1407240208=12142; total=22577}
1407240212,{1407240211=2799; 1407240210=6207; total=9006}
1407240214,{1407240213=8281; 1407240212=6782; total=15063}
1407240216,{1407240214=11; 1407240215=37; total=48}
1407240218,{1407240216=51; total=51}
1407240220,{1407240218=155; total=155}
1407240222,{1407240219=199; 1407240220=74; 1407240221=395; total=668}
1407240224,{1407240222=363; 1407240223=111; total=474}
1407240226,{1407240224=343; total=343}
1407240228,{1407240227=710; 1407240226=65; 1407240225=365; total=1140}
1407240230,{1407240228=509; 1407240229=489; total=998}
1407240232,{1407240230=356; 1407240231=83; total=439}
1407240234,{1407240233=11129; 1407240232=19675; total=30804}
1407240236,{1407240234=11047; 1407240235=9286; total=20333}
1407240238,{1407240236=7712; total=7712}
1407240240,{1407240237=5235; 1407240239=28; total=5263}
1407240243,{1407240240=48; total=48}
1407240244,{1407240241=51; 1407240243=83; total=134}
1407240247,{1407240244=196; 1407240245=272; total=468}
1407240248,{1407240246=40; 1407240247=166; total=206}
1407240250,{1407240248=415; 1407240249=565; total=980}
1407240252,{1407240251=785; 1407240250=622; total=1407}
1407240255,{1407240252=681; total=681}
1407240256,{1407240253=264; 1407240255=726; total=990}
1407240258,{1407240256=1052; 1407240257=1144; total=2196}
1407240260,{1407240258=1652; 1407240259=2071; total=3723}
1407240262,{1407240260=2318; 1407240261=2433; total=4751}
1407240264,{1407240262=3090; 1407240263=3869; total=6959}
