t,value
1407251363,{1407251362=91; total=91}
1407251365,{1407251364=3065; 1407251363=1917; total=4982}
1407251367,{1407251366=3729; 1407251365=6443; total=10172}
1407251369,{1407251367=2487; 1407251368=3695; total=6182}
1407251371,{1407251369=4307; 1407251370=3371; total=7678}
1407251373,{1407251372=3545; 1407251371=4677; total=8222}
1407251375,{1407251374=4189; 1407251373=4317; total=8506}
1407251377,{1407251375=4383; 1407251376=4387; total=8770}
1407251379,{1407251378=4281; 1407251377=4983; total=9264}
1407251381,{1407251379=4419; 1407251380=4753; total=9172}
1407251383,{1407251382=4635; 1407251381=4323; total=8958}
1407251385,{1407251383=4647; 1407251384=4663; total=9310}
1407251387,{1407251386=4137; 1407251385=5059; total=9196}
1407251389,{1407251388=4265; 1407251387=4215; total=8480}
1407251391,{1407251390=2920; 1407251389=4575; total=7495}
1407251393,{1407251391=4546; 1407251392=2741; total=7287}
1407251395,{1407251394=4871; 1407251393=3815; total=8686}
1407251397,{1407251396=3143; 1407251395=4863; total=8006}
1407251399,{1407251397=2943; 1407251398=4543; total=7486}
1407251401,{1407251399=4473; 1407251400=4431; total=8904}
1407251403,{1407251401=4279; 1407251402=3355; total=7634}
1407251405,{1407251404=4379; 1407251403=3843; total=8222}
1407251407,{1407251405=4419; 1407251406=3665; total=8084}
1407251409,{1407251408=4573; 1407251407=4315; total=8888}
1407251411,{1407251409=4659; 1407251410=4431; total=9090}
1407251413,{1407251412=4769; 1407251411=4381; total=9150}
1407251415,{1407251414=4011; 1407251413=4017; total=8028}
1407251417,{1407251415=4033; 1407251416=4617; total=8650}
1407251419,{1407251418=3941; 1407251417=4145; total=8086}
1407251421,{1407251420=3467; 1407251419=4635; total=8102}
1407251423,{1407251422=4577; 1407251421=4013; total=8590}
1407251425,{1407251423=4651; 1407251424=4819; total=9470}
1407251427,{1407251426=4205; 1407251425=4335; total=8540}
1407251429,{1407251427=2741; 1407251428=4481; total=7222}
1407251431,{1407251429=4287; 1407251430=3001; total=7288}
1407251433,{1407251432=3461; 1407251431=4277; total=7738}
1407251435,{1407251434=4187; 1407251433=4135; total=8322}
1407251437,{1407251436=3397; 1407251435=4397; total=7794}
1407251439,{1407251437=3629; 1407251438=4243; total=7872}
1407251441,{1407251439=3031; 1407251440=3583; total=6614}
1407251443,{1407251442=4747; 1407251441=4277; total=9024}
1407251445,{1407251443=3769; 1407251444=4501; total=8270}
1407251447,{1407251445=4289; 1407251446=3009; total=7298}
1407251449,{1407251448=4581; 1407251447=4227; total=8808}
1407251451,{1407251449=3901; 1407251450=4561; total=8462}
1407251453,{1407251452=4885; 1407251451=4163; total=9048}
1407251455,{1407251454=4181; 1407251453=4357; total=8538}
1407251457,{1407251456=4563; 1407251455=4373; total=8936}
1407251459,{1407251457=3071; 1407251458=4363; total=7434}
1407251461,{1407251459=4209; 1407251460=4271; total=8480}
1407251463,{1407251461=3999; 1407251462=4001; total=8000}
1407251465,{1407251463=2759; 1407251464=3521; total=6280}
1407251467,{1407251466=4375; 1407251465=3913; total=8288}
1407251469,{1407251467=3521; 1407251468=3769; total=7290}
1407251471,{1407251469=3935; 1407251470=3567; total=7502}
1407251473,{1407251472=3567; 1407251471=4183; total=7750}
1407251475,{1407251473=3191; 1407251474=3983; total=7174}
