t,value
1407251904,{1407251903=70; total=70}
1407251906,{1407251905=31366; 1407251904=18986; total=50352}
1407251908,{1407251906=35927; 1407251907=34838; total=70765}
1407251910,{1407251908=31233; 1407251909=40042; total=71275}
1407251912,{1407251910=35867; 1407251911=36244; total=72111}
1407251914,{1407251912=33338; 1407251913=38297; total=71635}
1407251916,{1407251915=34376; 1407251914=33145; total=67521}
1407251918,{1407251917=32378; 1407251916=33169; total=65547}
1407251920,{1407251918=37352; 1407251919=26639; total=63991}
1407251922,{1407251921=34924; 1407251920=38274; total=73198}
1407251924,{1407251922=35709; 1407251923=33300; total=69009}
1407251926,{1407251925=35377; 1407251924=30808; total=66185}
1407251928,{1407251926=27988; 1407251927=23388; total=51376}
1407251930,{1407251928=30646; 1407251929=21578; total=52224}
1407251932,{1407251931=21381; 1407251930=20542; total=41923}
1407251934,{1407251932=21368; 1407251933=34006; total=55374}
1407251936,{1407251935=33564; 1407251934=20420; total=53984}
1407251938,{1407251937=37828; 1407251936=34810; total=72638}
1407251940,{1407251939=31227; 1407251938=36024; total=67251}
1407251942,{1407251941=25781; 1407251940=25046; total=50827}
1407251944,{1407251943=22152; 1407251942=26626; total=48778}
1407251946,{1407251945=25247; 1407251944=26391; total=51638}
1407251948,{1407251946=34261; 1407251947=26599; total=60860}
1407251950,{1407251949=30952; 1407251948=33494; total=64446}
1407251952,{1407251950=24921; 1407251951=30927; total=55848}
1407251954,{1407251952=32183; 1407251953=28342; total=60525}
1407251956,{1407251955=15082; 1407251954=21662; total=36744}
1407251958,{1407251956=8652; 1407251957=2937; total=11589}
1407251960,{1407251959=954; 1407251958=579; total=1533}
1407251962,{1407251960=2709; 1407251961=1511; total=4220}
1407251964,{1407251962=3364; total=3364}
1407251966,{total=0}
1407251968,{total=0}
1407251970,{total=0}
1407251972,{total=0}
1407251974,{total=0}
1407251976,{total=0}
