t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,values
1593267659,7,48,48.000000,48,0.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48|48|48|48|48|48|48|
1593267664,16,48,48.000000,48,0.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|
1593267669,26,48,48.000000,48,0.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|
1593267674,35,48,48.000000,48,0.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|
1593267679,44,48,48.000000,48,0.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|
1593267684,53,48,48.000000,48,0.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|
1593267689,62,48,48.000000,48,0.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|
1593267694,71,48,48.000000,48,0.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|
1593267699,80,48,48.000000,48,0.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|
1593267704,90,48,48.000000,48,0.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|
1593267709,99,48,48.000000,48,0.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|48|
