t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,values
1593392481,13,192,192.000000,192,0.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192|192|192|192|192|192|192|192|192|192|192|192|192|
1593392486,41,192,192.000000,192,0.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|
1593392491,77,192,192.000000,192,0.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|
1593392496,111,192,192.000000,192,0.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|
1593392501,178,192,192.000000,192,0.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|
1593392506,293,192,192.000000,192,0.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|
1593392511,333,192,192.000000,192,0.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|
1593392516,423,192,192.000000,192,0.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|
1593392521,489,192,192.000000,192,0.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|
1593392526,552,192,192.000000,192,0.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|192|
