timestamp,operator,process_time
1407240184,source-0,0.171446
1407240186,source-0,0.082793
1407240188,source-0,0.054146
1407240190,source-0,0.045855
1407240192,source-0,0.037201
1407240194,source-0,0.029988
1407240196,source-0,0.027689
1407240198,source-0,0.026478
1407240200,source-0,0.022993
1407240202,source-0,0.022993
1407240204,source-0,0.022284
1407240206,source-0,0.022284
1407240208,source-0,0.021275
1407240210,source-0,0.019081
1407240212,source-0,0.019863
1407240214,source-0,0.018571
1407240216,source-0,0.022284
1407240218,source-0,0.022284
1407240220,source-0,0.022284
1407240222,source-0,0.018996
1407240224,source-0,0.018422
1407240226,source-0,0.017308
1407240228,source-0,0.017308
1407240230,source-0,0.016938
1407240232,source-0,0.017927
1407240234,source-0,0.018675
1407240236,source-0,0.019021
1407240238,source-0,0.017927
1407240240,source-0,0.016089
1407240243,source-0,0.016089
1407240244,source-0,0.016834
1407240247,source-0,0.015984
1407240248,source-0,0.015984
1407240250,source-0,0.015984
1407240252,source-0,0.015984
1407240255,source-0,0.015608
1407240256,source-0,0.015608
1407240258,source-0,0.015608
1407240260,source-0,0.015608
1407240262,source-0,0.015608
1407240264,source-0,0.015608
1407240184,anomalyScorer-0,0.000000
1407240186,anomalyScorer-0,0.000000
1407240188,anomalyScorer-0,0.002159
1407240190,anomalyScorer-0,0.002088
1407240192,anomalyScorer-0,0.002088
1407240194,anomalyScorer-0,0.002110
1407240196,anomalyScorer-0,0.002110
1407240198,anomalyScorer-0,0.002110
1407240200,anomalyScorer-0,0.002110
1407240202,anomalyScorer-0,0.002110
1407240204,anomalyScorer-0,0.002110
1407240206,anomalyScorer-0,0.002110
1407240208,anomalyScorer-0,0.002166
1407240210,anomalyScorer-0,0.002208
1407240212,anomalyScorer-0,0.002208
1407240214,anomalyScorer-0,0.002208
1407240216,anomalyScorer-0,0.002208
1407240218,anomalyScorer-0,0.002208
1407240220,anomalyScorer-0,0.002223
1407240222,anomalyScorer-0,0.002223
1407240224,anomalyScorer-0,0.002223
1407240226,anomalyScorer-0,0.002223
1407240228,anomalyScorer-0,0.002223
1407240230,anomalyScorer-0,0.001859
1407240232,anomalyScorer-0,0.001859
1407240234,anomalyScorer-0,0.001859
1407240236,anomalyScorer-0,0.001859
1407240238,anomalyScorer-0,0.001859
1407240240,anomalyScorer-0,0.001859
1407240243,anomalyScorer-0,0.001859
1407240244,anomalyScorer-0,0.001859
1407240247,anomalyScorer-0,0.001859
1407240248,anomalyScorer-0,0.001859
1407240250,anomalyScorer-0,0.001859
1407240252,anomalyScorer-0,0.001859
1407240255,anomalyScorer-0,0.001859
1407240256,anomalyScorer-0,0.001859
1407240258,anomalyScorer-0,0.001859
1407240260,anomalyScorer-0,0.001859
1407240262,anomalyScorer-0,0.001859
1407240264,anomalyScorer-0,0.001867
1407240184,sink-0,0.000000
1407240186,sink-0,0.000000
1407240188,sink-0,0.000000
1407240190,sink-0,0.000304
1407240192,sink-0,0.000298
1407240194,sink-0,0.000292
1407240196,sink-0,0.000282
1407240198,sink-0,0.000301
1407240200,sink-0,0.000277
1407240202,sink-0,0.000275
1407240204,sink-0,0.000260
1407240206,sink-0,0.000260
1407240208,sink-0,0.000264
1407240210,sink-0,0.000271
1407240212,sink-0,0.000257
1407240214,sink-0,0.000257
1407240216,sink-0,0.000257
1407240218,sink-0,0.000257
1407240220,sink-0,0.000257
1407240222,sink-0,0.000259
1407240224,sink-0,0.000259
1407240226,sink-0,0.000259
1407240228,sink-0,0.000259
1407240230,sink-0,0.000259
1407240232,sink-0,0.000257
1407240234,sink-0,0.000253
1407240236,sink-0,0.000246
1407240238,sink-0,0.000246
1407240240,sink-0,0.000246
1407240243,sink-0,0.000246
1407240244,sink-0,0.000246
1407240247,sink-0,0.000246
1407240248,sink-0,0.000246
1407240250,sink-0,0.000253
1407240252,sink-0,0.000253
1407240255,sink-0,0.000257
1407240256,sink-0,0.000257
1407240258,sink-0,0.000257
1407240260,sink-0,0.000257
1407240262,sink-0,0.000257
1407240264,sink-0,0.000257
1407240184,alertTrigger-0,0.000000
1407240186,alertTrigger-0,0.000000
1407240188,alertTrigger-0,0.000000
1407240190,alertTrigger-0,0.001965
1407240192,alertTrigger-0,0.001522
1407240194,alertTrigger-0,0.001487
1407240196,alertTrigger-0,0.001272
1407240198,alertTrigger-0,0.001130
1407240200,alertTrigger-0,0.000861
1407240202,alertTrigger-0,0.000861
1407240204,alertTrigger-0,0.000752
1407240206,alertTrigger-0,0.000779
1407240208,alertTrigger-0,0.000752
1407240210,alertTrigger-0,0.000734
1407240212,alertTrigger-0,0.000734
1407240214,alertTrigger-0,0.000734
1407240216,alertTrigger-0,0.000704
1407240218,alertTrigger-0,0.000704
1407240220,alertTrigger-0,0.000553
1407240222,alertTrigger-0,0.000553
1407240224,alertTrigger-0,0.000553
1407240226,alertTrigger-0,0.000542
1407240228,alertTrigger-0,0.000518
1407240230,alertTrigger-0,0.000505
1407240232,alertTrigger-0,0.000504
1407240234,alertTrigger-0,0.000498
1407240236,alertTrigger-0,0.000513
1407240238,alertTrigger-0,0.000541
1407240240,alertTrigger-0,0.000541
1407240243,alertTrigger-0,0.000553
1407240244,alertTrigger-0,0.000541
1407240247,alertTrigger-0,0.000498
1407240248,alertTrigger-0,0.000472
1407240250,alertTrigger-0,0.000472
1407240252,alertTrigger-0,0.000472
1407240255,alertTrigger-0,0.000472
1407240256,alertTrigger-0,0.000472
1407240258,alertTrigger-0,0.000458
1407240260,alertTrigger-0,0.000445
1407240262,alertTrigger-0,0.000408
1407240264,alertTrigger-0,0.000446
1407240184,scorer-0,0.004987
1407240186,scorer-0,0.004316
1407240188,scorer-0,0.001631
1407240190,scorer-0,0.004364
1407240192,scorer-0,0.004364
1407240194,scorer-0,0.004286
1407240196,scorer-0,0.004316
1407240198,scorer-0,0.002396
1407240200,scorer-0,0.002396
1407240202,scorer-0,0.002393
1407240204,scorer-0,0.002383
1407240206,scorer-0,0.002374
1407240208,scorer-0,0.002367
1407240210,scorer-0,0.002367
1407240212,scorer-0,0.002307
1407240214,scorer-0,0.002307
1407240216,scorer-0,0.002307
1407240218,scorer-0,0.002297
1407240220,scorer-0,0.002297
1407240222,scorer-0,0.002065
1407240224,scorer-0,0.002065
1407240226,scorer-0,0.002056
1407240228,scorer-0,0.001398
1407240230,scorer-0,0.001398
1407240232,scorer-0,0.001398
1407240234,scorer-0,0.000919
1407240236,scorer-0,0.000919
1407240238,scorer-0,0.001119
1407240240,scorer-0,0.000849
1407240243,scorer-0,0.000919
1407240244,scorer-0,0.000919
1407240247,scorer-0,0.000919
1407240248,scorer-0,0.000842
1407240250,scorer-0,0.000842
1407240252,scorer-0,0.000842
1407240255,scorer-0,0.000842
1407240256,scorer-0,0.000788
1407240258,scorer-0,0.000788
1407240260,scorer-0,0.000788
1407240262,scorer-0,0.000788
1407240264,scorer-0,0.000788
