t,value
1404127273,0.1754658891185105
1404127275,0.01793825114431557
1404127277,0.4640415402277847
1404127279,0.025455077001653566
1404127281,0.2709117023491421
1404127283,0.6033193202106499
1404127285,0.06580512680693301
1404127287,0.5477887456288595
1404127290,0.043216225629795095
1404127291,0.5230938117661162
1404127294,0.040628627388777136
1404127295,0.39420528754502715
1404127297,0.7069533570797858
1404127299,0.1457135777273578
1404127301,0.4972095146864474
1404127304,0.04343880293611995
1404127305,0.42517784255707336
1404127307,0.8861624894741766
1404127309,0.34717180628976424
1404127311,0.7141993631145911
1404127313,0.23614483679126122
1404127315,0.614641063941453
1404127317,0.039212849325762536
1404127319,0.5115947152326207
1404127321,0.8919260630350627
1404127323,0.31842301420109
1404127325,0.7844116759157467
1404127327,0.2364142869047062
1404127329,0.8582103066815587
1404127331,0.2898818604246585
1404127333,0.6729541253186986
1404127335,0.19928060748619947
1404127337,0.7560391454639549
1404127339,0.3358536223451534
1404127341,0.7324973009303658
1404127343,0.25134405261742143
1404127345,0.7024771867398016
1404127347,0.2112704065745462
1404127349,0.6884783442148905
1404127351,0.15745795701078313
1404127353,0.6087923792307962
1404127356,0.04042368449136882
1404127357,0.45233154296875
1404127359,0.8388004417191008
1404127361,0.31960853987825133
1404127363,0.728949495418343
1404127365,0.2895307255362322
1404127367,0.7295204665132625
1404127369,0.29639558163945545
1404127371,0.6800787463159619
1404127373,0.2206260544097352
1404127375,0.588760010496585
1404127377,0.03309060285191336
1404127379,0.5475293005297998
1404127381,0.03606871644893806
1404127383,0.5060189070101984
1404127386,0.0361347769548793
1404127387,0.5147715128824383
1404127390,0.0324302262174869
1404127391,0.4834800309049869
1404127394,0.03457801499052676
1404127395,0.5150220494070453
1404127397,0.9030643851457242
1404127399,0.4308977412606428
1404127401,0.8878778240637865
1404127403,0.477399494833575
1404127406,0.0384501839826207
1404127407,0.4468370083563342
1404127409,0.8568684012590054
1404127411,0.36486108288793506
1404127413,0.807354361711148
1404127415,0.3771995041898625
1404127417,0.8375276576973008
1404127419,0.39100363725673654
1404127421,0.8507107945973288
1404127423,0.3828724387163174
