t,value
1407246176,0.06232664016520599
1407246178,0.13412142141570577
1407246180,0.21588648597928128
1407246182,0.26021450202809143
1407246184,0.36585916540639796
1407246186,0.3799976204410424
1407246188,0.4445671854634124
1407246190,0.5891504121778444
1407246192,0.5703625557000463
1407246194,0.6098816480216863
1407246196,0.7061703231952086
1407246198,0.7547245708922403
1407246200,0.8048953756217214
1407246202,0.8365212072491524
1407246204,0.8527960645505813
1407246206,0.9444909852261187
1407246208,0.8882911705555911
1407246210,0.8917378061503446
1407246212,0.8917378061503446
1407246214,0.9007685806758572
1407246217,0.9150266618055112
1407246218,0.9150266618055112
1407246220,0.9309463110526485
1407246222,0.9309463110526485
1407246224,0.9465038490881085
1407246226,0.9623727320160568
1407246228,0.963321228964424
1407246230,0.9654890312265105
1407246232,0.9665977142240276
1407246234,0.9693299276923938
1407246236,0.9696573357011059
1407246238,0.9721154922594678
1407246240,0.973201505725435
1407246242,0.9758851159680463
1407246244,0.9775440446429999
1407246246,0.9805818165336929
1407246248,0.9820589360341567
1407246251,0.9859773524585985
1407246252,0.9875002483262498
1407246254,0.9885861134211873
1407246256,0.9919261327175425
1407246258,0.9936002577095461
1407246261,0.9971944053439059
1407246262,0.998548962564771
1407246264,0.9996771524482032
1407246267,0.999956777176325
1407246268,0.9999880209915958
1407246270,0.9999953692620706
1407246273,0.999953349024637
1407246274,0.9999603849350491
1407246276,0.9999791890108232
1407246278,0.9996548030857176
1407246281,0.9998634439895927
1407246282,0.9998992873067866
1407246284,0.9999177165504853
1407246287,0.9997012354090368
1407246288,0.9998366591142168
1407246290,0.9998398764228625
1407246292,0.9998223374053424
1407246295,0.999626932759124
1407246296,0.9997046869877295
1407246298,0.999992222234439
1407246301,0.999850769980049
1407246303,0.9999334673066467
1407246304,0.9996366783930799
1407246306,0.9999533177886307
1407246308,0.9999867793603465
1407246311,0.9999149287369259
1407246312,0.9998528237474611
1407246314,0.9999619233083579
1407246316,0.9997790521096549
1407246319,0.9995097586906067
1407246321,0.9999793061458466
1407246322,0.9997904063979337
1407246324,0.9995385739063899
1407246326,0.9998652322509516
1407246329,0.9998278115154411
1407246331,0.999491993212041
1407246332,0.9997022740062452
1407246334,0.9996184521834218
1407246336,0.9996073087381853
1407246338,0.9996275652882509
1407246341,0.9995622429901404
1407246343,0.9999979852775956
1407246344,0.999546874875056
1407246346,0.9996804634648677
1407246348,0.9998432108665318
1407246350,0.9999784471556743
1407246353,0.9999039492807222
1407246355,0.999560985740888
1407246356,0.9999828436235566
1407246358,0.9995121950990956
1407246360,0.9996127438032761
1407246362,0.9997262632590599
1407246365,0.9998745015358119
1407246367,0.9998959450541157
1407246368,0.9995626412492203
1407246370,0.9998646934298434
1407246372,0.9999607597671243
1407246374,0.999741998397218
1407246376,0.9996010381099267
1407246379,0.9995964698440098
1407246381,0.9999177790224979
