t,value
1407236253,{total=0}
1407236255,{total=0}
1407236258,{total=0}
1407236259,{total=0}
1407236261,{total=0}
1407236263,{total=0}
1407236265,{total=0}
1407236267,{total=0}
1407236269,{total=0}
1407236271,{1407236262=2; total=2}
1407236273,{1407236272=2; 1407236270=2; total=4}
1407236275,{1407236273=2; 1407236274=3; total=5}
1407236277,{1407236276=2; 1407236275=2; total=4}
1407236280,{total=0}
1407236281,{1407236277=3; 1407236280=3; total=6}
1407236283,{1407236282=7; 1407236281=2; total=9}
1407236285,{1407236283=4; 1407236284=2; total=6}
1407236287,{1407236286=5; 1407236285=3; total=8}
1407236291,{1407236287=3; 1407236288=3; total=6}
1407236292,{total=0}
1407236293,{1407236289=3; 1407236292=8; total=11}
1407236295,{1407236293=7; 1407236294=9; total=16}
1407236297,{1407236296=10; 1407236295=5; total=15}
1407236299,{1407236297=5; 1407236298=4; total=9}
1407236301,{1407236299=17; 1407236300=13; total=30}
1407236303,{1407236301=12; 1407236302=8; total=20}
1407236305,{1407236304=14; 1407236303=7; total=21}
1407236307,{1407236305=10; 1407236306=21; total=31}
1407236313,{1407236308=14; 1407236307=12; total=26}
1407236313,{total=0}
1407236313,{1407236309=7; total=7}
1407236315,{1407236313=9; 1407236314=20; total=29}
1407236317,{1407236316=15; 1407236315=19; total=34}
1407236319,{1407236317=20; 1407236318=25; total=45}
1407236321,{1407236319=32; 1407236320=37; total=69}
1407236323,{1407236321=42; total=42}
1407236325,{total=0}
1407236327,{total=0}
1407236329,{total=0}
1407236331,{total=0}
