t,value
1407236253,{1407236252=13583; total=13583}
1407236255,{1407236254=98650; 1407236253=98933; total=197583}
1407236258,{1407236257=94524; 1407236256=93280; 1407236255=66034; total=253838}
1407236259,{1407236258=76551; total=76551}
1407236261,{1407236260=98098; 1407236259=85070; total=183168}
1407236263,{1407236262=95609; 1407236261=99949; total=195558}
1407236265,{1407236263=19012; 1407236264=96980; total=115992}
1407236267,{1407236266=84410; 1407236265=100630; total=185040}
1407236269,{1407236267=95932; 1407236268=17048; total=112980}
1407236271,{1407236269=77888; 1407236270=85416; total=163304}
1407236273,{1407236271=95012; 1407236272=81417; total=176429}
1407236275,{1407236273=89492; 1407236274=94255; total=183747}
1407236277,{1407236276=87957; 1407236275=87801; total=175758}
1407236280,{1407236277=73069; 1407236278=37427; total=110496}
1407236281,{1407236280=55529; total=55529}
1407236283,{1407236282=88591; 1407236281=68896; total=157487}
1407236285,{1407236283=86707; 1407236284=84965; 1407236285=79220; total=250892}
1407236287,{1407236286=85753; total=85753}
1407236291,{1407236289=21600; 1407236287=97174; 1407236288=68459; total=187233}
1407236292,{1407236291=917; total=917}
1407236293,{1407236292=92437; total=92437}
1407236295,{1407236293=75559; 1407236294=94068; total=169627}
1407236297,{1407236296=83697; 1407236295=83745; total=167442}
1407236299,{1407236297=58644; 1407236298=88242; total=146886}
1407236301,{1407236299=84828; 1407236300=82799; total=167627}
1407236303,{1407236301=57639; 1407236302=82780; total=140419}
1407236305,{1407236304=88087; 1407236303=77367; total=165454}
1407236307,{1407236305=72016; 1407236306=82368; total=154384}
1407236313,{1407236308=89398; 1407236309=24931; 1407236307=79536; total=193865}
1407236313,{total=0}
1407236313,{total=0}
1407236315,{1407236313=30807; 1407236314=89749; total=120556}
1407236317,{1407236316=52533; 1407236315=89315; total=141848}
1407236319,{1407236317=74443; 1407236318=81536; total=155979}
1407236321,{1407236319=80723; 1407236320=84309; total=165032}
1407236323,{1407236321=97777; total=97777}
1407236325,{total=0}
1407236327,{total=0}
1407236329,{total=0}
1407236331,{total=0}
