timestamp,operator,process_time
1593700197,reinforcementLearner,0.043966
1593700202,reinforcementLearner,0.023841
1593700207,reinforcementLearner,0.023841
1593700212,reinforcementLearner,0.023841
1593700217,reinforcementLearner,0.023841
1593700222,reinforcementLearner,0.023841
1593700227,reinforcementLearner,0.023841
1593700232,reinforcementLearner,0.023841
1593700237,reinforcementLearner,0.023841
1593700242,reinforcementLearner,0.023841
1593700247,reinforcementLearner,0.023841
1593700252,reinforcementLearner,0.023841
1593700257,reinforcementLearner,0.023841
1593700262,reinforcementLearner,0.023841
1593700267,reinforcementLearner,0.023841
1593700272,reinforcementLearner,0.023841
1593700277,reinforcementLearner,0.023841
1593700282,reinforcementLearner,0.023841
1593700287,reinforcementLearner,0.023841
1593700292,reinforcementLearner,0.023841
1593700297,reinforcementLearner,0.023841
1593700302,reinforcementLearner,0.023841
1593700307,reinforcementLearner,0.023841
1593700312,reinforcementLearner,0.023841
1593700317,reinforcementLearner,0.023841
1593700322,reinforcementLearner,0.023841
1593700327,reinforcementLearner,0.023841
1593700332,reinforcementLearner,0.023841
1593700337,reinforcementLearner,0.023841
1593700342,reinforcementLearner,0.023841
1593700347,reinforcementLearner,0.023841
1593700352,reinforcementLearner,0.023841
1593700357,reinforcementLearner,0.023841
1593700362,reinforcementLearner,0.023841
1593700197,eventSource,0.056369
1593700202,eventSource,0.051238
1593700207,eventSource,0.051238
1593700212,eventSource,0.051238
1593700217,eventSource,0.051238
1593700222,eventSource,0.051238
1593700227,eventSource,0.051238
1593700232,eventSource,0.051238
1593700237,eventSource,0.051238
1593700242,eventSource,0.051238
1593700247,eventSource,0.051238
1593700252,eventSource,0.051238
1593700257,eventSource,0.051238
1593700262,eventSource,0.051238
1593700267,eventSource,0.051238
1593700272,eventSource,0.051238
1593700277,eventSource,0.051238
1593700282,eventSource,0.051238
1593700287,eventSource,0.051238
1593700292,eventSource,0.051238
1593700297,eventSource,0.051238
1593700302,eventSource,0.051238
1593700307,eventSource,0.051238
1593700312,eventSource,0.051238
1593700317,eventSource,0.051238
1593700322,eventSource,0.051238
1593700327,eventSource,0.051238
1593700332,eventSource,0.051238
1593700337,eventSource,0.051238
1593700342,eventSource,0.051238
1593700347,eventSource,0.051238
1593700352,eventSource,0.051238
1593700357,eventSource,0.051238
1593700362,eventSource,0.051238
1593700197,rewardSource,0.000000
1593700202,rewardSource,0.000000
1593700207,rewardSource,0.000000
1593700212,rewardSource,0.000000
1593700217,rewardSource,0.000000
1593700222,rewardSource,0.000000
1593700227,rewardSource,0.000000
1593700232,rewardSource,0.000000
1593700237,rewardSource,0.000000
1593700242,rewardSource,0.000000
1593700247,rewardSource,0.000000
1593700252,rewardSource,0.000000
1593700257,rewardSource,0.000000
1593700262,rewardSource,0.000000
1593700267,rewardSource,0.000000
1593700272,rewardSource,0.000000
1593700277,rewardSource,0.000000
1593700282,rewardSource,0.000000
1593700287,rewardSource,0.000000
1593700292,rewardSource,0.000000
1593700297,rewardSource,5000.074101
1593700302,rewardSource,5000.074101
1593700307,rewardSource,5000.074101
1593700312,rewardSource,5000.074101
1593700317,rewardSource,5000.074101
1593700322,rewardSource,5000.074101
1593700327,rewardSource,5000.074101
1593700332,rewardSource,5000.074101
1593700337,rewardSource,5000.074101
1593700342,rewardSource,5000.074101
1593700347,rewardSource,5000.074101
1593700352,rewardSource,5000.074101
1593700357,rewardSource,5000.074101
1593700362,rewardSource,5000.074101
1593700197,sink,0.083948
1593700202,sink,0.039053
1593700207,sink,0.030389
1593700212,sink,0.030389
1593700217,sink,0.030389
1593700222,sink,0.030389
1593700227,sink,0.030389
1593700232,sink,0.030389
1593700237,sink,0.030389
1593700242,sink,0.030389
1593700247,sink,0.030389
1593700252,sink,0.030389
1593700257,sink,0.030389
1593700262,sink,0.030389
1593700267,sink,0.030389
1593700272,sink,0.030389
1593700277,sink,0.030389
1593700282,sink,0.030389
1593700287,sink,0.030389
1593700292,sink,0.030389
1593700297,sink,0.030389
1593700302,sink,0.030389
1593700307,sink,0.030389
1593700312,sink,0.030389
1593700317,sink,0.030389
1593700322,sink,0.030389
1593700327,sink,0.030389
1593700332,sink,0.030389
1593700337,sink,0.030389
1593700342,sink,0.030389
1593700347,sink,0.030389
1593700352,sink,0.030389
1593700357,sink,0.030389
1593700362,sink,0.030389
