timestamp,tuples-emitted,tuples-received,process-mean,process-count,process-stddev,process-p95,process-p99,throughput
1593700197,0,258444,0.033848,12969,0.496523,0.028712,0.083948,51546
1593700202,0,651943,0.010179,32811,0.015936,0.023274,0.039053,79024
1593700207,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,70802
1593700212,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700217,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700222,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700227,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700232,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700237,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700242,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700247,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700252,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700257,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700262,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700267,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700272,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700277,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700282,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700287,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700292,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700297,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700302,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700307,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700312,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700317,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700322,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700327,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700332,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700337,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700342,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700347,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700352,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700357,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
1593700362,0,1000000,0.008692,49860,0.015077,0.018481,0.030389,0
